,url,label
0,http://www.boutycone.fr/mail/assure_somtc=true/99f5c49b3237b7e259ce54c7730c0ab4,1
1,http://hareherhahrfhfdhxmexico.com/BankOfAmerica/,1
2,https://dantecar.com/wellsfargo.com.avuo/WellsfargoNewFace/Wellsfargo/home,1
3,https://dantecar.com/wellsfargo.com.avuo/WellsfargoNewFace/Wellsfargo/home/,1
4,https://www.steampavered.com/,1
5,http://radioramabajio.com/dhll/DHLAUTO/dhl.php,1
6,http://georginahassan.com/wp-includes/images/smilies/dropse/d655c869cf8e394b988c5aab955fcd9a/,1
7,http://ghxcxom.000webhostapp.com/wp-includes/Requests/Invoice/onedrive/crypt/login.php?email=abuse@seagloryiran.com,1
8,http://office-thoma.net/Login/Service/Cafe/familiales/mon.compte/8d03ef8ee936706b0d86847d5b63daaf/,1
9,http://bfgvdc.igg.biz/Gail/dropbox/4d8ca2acb73de2d631f3562c27004fcd,1
10,http://000lp59.wcomhost.com/ym/login.php?cmd=login_submit&amp;id=c3490719453d5f592b9bd5cfa8f9ec58c3490719453d5f592b9bd5cfa8f9ec58&amp;session=c3490719453d5f592b9bd5cfa8f9ec58c3490719453d5f592b9bd5cfa8f9ec58,1
11,https://peringatan-akun.wixsite.com/mysite-2,1
12,http://maria-chelyapinaru.432.com1.ru/wellss/27029ec90e31e5a6fea86f31a497b18a/login.php?cmd=login_submit&id=MTQ5ODU4OTk3NQ==MTQ5ODU4OTk3NQ==&session=MTQ5ODU4OTk3NQ==MTQ5ODU4OTk3NQ==,1
13,https://idsuporte.com.br/safraempresas.com.br/,1
14,http://hwtoubye2yfk.lescarles.com:8080/82S8W2ePn1ur/login.html,1
15,http://verifcomptewsyup.com/auth/842cf3b9b6d45c6e4fb3a7f56ba7ff5aYTk3MDE4ZWRmNzE3OTEwZjVkMzBlNWIzMmNiZWVhYTE=/myaccount/websc_login/?country.x=&locale.x=en_,1
16,http://www.mypernickety.ca/rit.edu/login/Drive_Pdf/login.php,1
17,http://www.adeima.pt/yyay/052318/security.php,1
18,http://jones-world.com/dhl/Dhl.htm,1
19,http://mgfcapital.com.au/wow/ch/share/verification.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,1
20,http://suitteranela.com/EXCEL/index.php?email=abuse@huawei.com,1
21,http://vantagelandscaping.com/page3/grand-files/,1
22,http://www.journalofsurgicalsciences.com/Cgi-bin/frame/postmaster/index.php?email=info@chinabestproducts.com,1
23,http://www.vantagelandscaping.com/rw_common/themes/doc-btcutters,1
24,http://vinted-france.fr,1
25,http://ameli-verification.com,1
