,url,label
0,http://firebrandpc.com/dll.php?parcel13InboxLight.aspxn.1774256418&amp;fid=1252899642&amp;fid=1&amp;fav,1
1,http://sevtrane.gq/2b/sharepnt/file2.html?websrc=59c275dc2e97dd3b896ed4ff2b82a8fd&amp;dispatched=37&amp;id=9023251348,1
2,http://ceramikaczary.pl/office/office/info.php,1
3,http://ironcurtainwavebreak.com/cdsc/docu/fonts/,1
4,http://www.shazaonline.com/admin/manager/PP-id_V/m_n@ger/cust0mer-u-l/ch_ck-urI/71db020a0347860d6e81d10803657aeb/ind@x/w@b/57a2b85b83d627b28abeb47b9f310e07/7a6abcd13841fa9315f5cc24ea2f07e2ZmI0NzdlNTU4MzgwMThiZDE4NzBkZjY3Yjc5YWU3ZDI=,1
5,https://floki11.5gbfree.com/blp/index.php,1
6,"https://ekyoga.com.br/GMX/GMX%20%20E-Mail,%20FreeMail%20&amp;%20Nachrichten.htm",1
7,http://www.securitys-rakuten.com/,1
8,http://www.findrecoveryfb.tk/?safetyhelp.php,1
9,http://eventgiftskinml.000webhostapp.com/Free-Skin/moonton-login.php,1
10,http://modemchasedcarf.life/mh/,1
11,https://www.accesscardnow.com/firstaccessvisa/applystepone.aspx?sid=27&amp;=,1
12,http://iinetozemail-001-site1.itempurl.com/nz/80c133d16434eb168aa1af822a6b4b13/manage.php,1
13,http://ww-banorte-com-mx.classtrips1.com/dfasgdsg23/dsagvadsg2/dsfagasgh3=,1
14,http://central-autodigital.web5607.kinghost.net/loginusuariojspbb/AAASPOI450928479950239N05V95JD50JS942378F05293J84V557039480VN234580JF02539487V05980B09A69DS8/Identidade_Positiva/login.do2560.html?localhost=,1
15,https://login.netflix-upload.com/Files/index.html,1
16,https://ovalpublicity.com/re/index.php,1
17,http://www.b00.fr/GhZXo,1
18,http://cfstrpostfiscal-001-site1.etempurl.com/i2fm0ecep317/identification7base.html,1
19,http://www.awakenthehealerwithinyou.com/wp-admin/user/microsoftdoc/index.php,1
20,http://dropbox.hyci.info/appraisal0284vxcd/index.php,1
21,http://www.jdavidfranzke.com/NEWJAB/Dropbox/dropbox/dropbox/,1
22,https://pakdm.com/doc,1
23,http://bit.do/ef77p,1
24,http://striopmsnde.com/owamn/12/12/error.php,1
25,http://casasuenia.be/administrator/backups/service/oFFiCe.php,1
26,https://telegramm.uz/?live=true,1
27,http://familyintransition.co.za/admin/wellsfargo%20Banking/TOLEX/confirm.html,1
28,http://hijack-56cf6.stream/view/,1
29,http://agroconsultingfsc.com/templates/beez3/cara/,1
30,http://vulcanomarket.com/us/skin,1
31,http://healthylifestylehub.co.uk/wp-includes/k/auth_ini.php,1
32,http://jessthreadingbeautysalon.com/loc/login.php?cmd=login_submit&amp;id=87bcdb64f789fb8ee07afb488c04b19a87bcdb64f789fb8ee07afb488c04b19a&amp;session=87bcdb64f789fb8ee07afb488c04b19a87bcdb64f789fb8ee07afb488c04b19a,1
33,http://aef.pt/wp-admin/ado/,1
34,http://mycomfortablekitchen.com/dhl/cmd-login=6899809ec87d82a1df9529e9015f0beb/,1
35,http://abc132324.000webhostapp.com/log.php,1
36,http://www.gpscrm.fr/custom/freemobilemoncompte/,1
37,http://www.civilengineeringiit.com/roz/6d0fecb66fbca13ec8bea4e3d33d5a40,1
38,http://critiq.fr/wp-content/bloomersi.html,1
39,https://www.ebill.update.musthavetrades.com/login.php?cmd=login_submit&amp;id=c324766fea2478a12beaad5f19ac1329c324766fea2478a12beaad5f19ac1329&amp;session=c324766fea2478a12beaad5f19ac1329c324766fea2478a12beaad5f19ac1329,1
40,https://dc.commercialclasses.com/.Jweller/main.html,1
41,http://fiasilvassa.com/.Jweller/main.html?accessToFile=valid&amp;connecting=f6e82ff7499857488c549a5b8562e20f&amp;encryptedCookie=aab821d352b8e09c4a1e753fd560b595&amp;fileAccess=68720&amp;p=a52d883db120195fcb0941a951cfc5da&amp;phaseAccess=ff807c68a13aee65ec489f81fe002851&amp;u=965491f8f60a32f8fc816a0bca67729f,1
42,http://housingfinancecommission.com/secured/microsoftexcelverification/login.php?cmd=login_submit&amp;id=30b04da5b96b46800ec885bab055821430b04da5b96b46800ec885bab0558214&amp;session=30b04da5b96b46800ec885bab055821430b04da5b96b46800ec885bab0558214,1
43,https://t.co/wS5wnqQz8s,1
44,http://www.theviralscene.com/wp-adm/33616f272614bf0a3337cde60a32e52a/,1
45,https://fh456.infusionsoft.com/app/linkClick/67/126f984470aea785/14641/15614964adb8afab,1
46,http://thyy.xyz/js/Account,1
47,http://acessomobile30hrs.com/,1
48,http://www.xfinity.login.tempodancewear.com.au/sign_in.html?statusid=ca45b6ca6e9c2cda991285dd08539def,1
49,http://fooffs.usa.cc/.w/w/new=season/bxb_logOnS=01022225/AUTH/login.php?cmd=login_submit&amp;id=debb1d7cf199c86ddb345db407eb98fadebb1d7cf199c86ddb345db407eb98fa&amp;session=debb1d7cf199c86ddb345db407eb98fadebb1d7cf199c86ddb345db407eb98fa,1
